tweet,label
"so the doctor told me that "" you would have to be constantly around people in order to prevent your depression from worsening "" haha its fine i rather be alone and i rather my depression to worsen",1
depression.,1
anxiety and depression def feel worse the past few days bc im getting burnt out again and idk fhdjssjf i want to take meds but im scared itll just heighten my anxiety since ive been off meds for some time now,1
"depression and i are old friends, we dance flirting endlessly  carelessly depression grips me always.",1
"I been suffering with depression for 8yrs,although i do a good job not letting it show,almost every day i cry.ive been thru more shit than a lot of ppl my age.",1
I've dealt with depression since I was a teenager. And I've struggled with delusions and paranoia since 2014. I've been diagnosed with schizophrenia since 2017.,1
I am suffering from chronic depression  https://vine.co/v/iu3l2lPBhiKВ,1
"I can't know exactly where you've been but emotionally and mentally I struggled for many years..depression, anxiety and PTSD..I eventually fell after years of not admitting what I was experiencing and slowly its draining me.",1
рџЊ№Depression keep me guessing thinking about tomorrow  Will I earn enough this week or am I gonna have to borrow Seems like this grey cloud ain't got nobody else to follow  Never good atвЂ¦  https://www.instagram.com/p/Bu5U5Y4APaq/?utm_source=ig_twitter_share&igshid=562heyfupwrgВ вЂ¦,1
Depression sneak up on You out of nowhere! I'm sad and lonely,1
have literally no one to tell so I ask for your support in helping me over some this depression that literally is impacting me negatively and as u can see ik it's bad and it's no good but it's just so hard to overcome it,1
UGH SAME EXCEPT MINE IS DEPRESSION. I legitimately didn't feel like getting out of bed (mainly because I forced myself to stay awake until noon) so I slept extra long. I'd just rather rot right now.  https://twitter.com/jonnapeterson81/status/1105133568387416064В вЂ¦,1
"There's nothing worse than over thinking and slowly becoming more and more consumed with my own insecurities, I feel terrible.   #depression #depressionisreal #sadquotes #quotes #deadinside",1
I have this fear that I'm going to end up falling into a major depression and lose my chance to make something of myself and let everybody down...,1
Nobody by my side even my dad my mom and my auntie they never care about depression on me and they not supporting me always it's OK curse whatever it's just my problem not affect them life finally I just want to say that I'm tried alone and I'm so fucking lonely,1
Depression,1
"TBH I thought ang depression para sa mga mahihina. Until I experience it.   I can't sleep and I gained so much wait dahil dinadaan ko sa kain ang lahat.   I Isolate myself from people, and I can't even work.   Been struggling for almost 3 mos and it's not yet over!",1
"Depression is a bitch. It has messed up my entire life, I cant deal with this, I feel devastated.",1
"I haven't been running lately because I'm too anxious and depressed. But I've been anxious and depressed because I haven't been running. Typing this out just reminded me I need to take my meds. Depression/anxiety suck. Meds and exercise help, but some days/weeks/months are hard.",1
"i wish i didnt have depression , but i do .",1
I really want my plans to through cuz I'm tired of depression it's draining my life,1
Depression,1
depression + allergy+anxiety,1
"just because I struggle with depression and anxiety doesn't make me less, its pathetic how people treat me.",1
I have depression.,1
my depression and my anxiety and my paranoia and all of my mental illness is getting bad again. I don't know what to do.,1
"everyday is such a struggle for me. having ptsd, depression, anxiety, and severe suicide ideation makes it hard to make it through the days. im proud of myself for getting through last night. im proud of myself for not killing myself. i still do. i still can't bear being alive.",1
Believe it or not I've had a rough past with depression and it's back to haunt me I'll be better in a few days рџ–¤,1
My depression is getting worse. I feel like I'm floating through the ocean... рџ�”,1
"@evanrachelwood  It took 20 years to talk about my abuse. Spent years in toxic relationships and was a hope to die addict trying desperately to numb the pain. 11 years clean, but still struggle with depression, self esteem and trusting others. #IAmNotOK",1
going on eight years. 8 whole ass years suffering through depression. will this shit ever end?!,1
I have major depression disorder and complex PTSD. My oldest son also has Depression and PTSD and he is only eleven.,1
"U ever worry that you're not as close w ppl as you think as as much as youd like,,,,,,,,or they donr care about u as much as u care abt them,,,,I really need to leave the house more often sitting at home all the time really isnt helping my depression !!",1
"No, you should walk away from them. They never ""realize it"". You have to protect yourself. I'm fight major depression, I can't be around my own mother. She depresses me... it's her. She has nothing good to say. I also take meds & they have saved my life. dont know for how long I'll be able to survive.",1
I have depression..,1
"I feel like I can't open up to my friends about my anxiety and depression, because they'll think I just want attention.",1
I feel worse... I keep pushing everyone away because I just wanna be alone. Depression ain't no joke,1
thinking about how im in constant depression over how I outwardly present bc i can't attain androgyny in any way shape or form and it's kinda killing me,1
"(source: i have severe ruminative depression that often renders me immobile for 8+ hours a day. try as i might, i can't materialize my own emotional support system or psychiatric medication. i'm not comfortable sadposting so i tweet stuff like this instead)",1
Depression,1
depression.,1
Sorry but im just really tired of having chronic depression or something and have it ruin my life to the point that i'm tired of living  and i keep asking for something to make me keep on living and when no one answers they get mad at me for being depressed and wanting to die.,1
i've been struggling with depression & mania since i was 13. it never gets better; they say it gets better. it never gets better,1
"Weeks of #sorrow brought on by #grief over times gone by and now lost, were slowly drawing me into a pit of depression. @NanJonesAuthor #depression #DontGiveUp  http://www.nanjones.com/peace-like-a-river-mine/В вЂ¦",1
Depression,1
Last few days been trying to fight off depression again as I am spotting the signs of it coming back.,1
Depression,1
"I just want to runaway from all this shit, to a lonely place in which I can cry, scream and hug my only friend...depression",1
LMAO I was in college suffering from depression and anxiety being haunted by demons internally & externally while my вЂњfriendsвЂќ laughed and joked about me being haunted by ghosts for a whole semester. Y'all actually suck tbh,1
I've been diagnosed with anxiety and depression since third grade & tried  therapy multiple times and I'm on medication but I've never really felt вЂњbetterвЂќ.... do y'all know how tiring that is,1
"I'm depressed, I'm sad. I wish that I could explain.",1
constantly feeling like i need to apologize to everyone in my life who wants to be my friend bc my depression won't let me fucking function in any meaningful way <<<<,1
"I just don't play videogames much anymore due to severe depression..  I've played a video game maybe 10 times in the last year.  I just don't enjoy it anymore, and just feel i wasted my time doing as much as i did.  If i had the courage i'd kill myself.  Thats how i feel everyday",1
Because of the constant abuse both mentally and sexually I endured for many years it's hard for me to open up to people and trust. I suffer from extreme anxiety and depression which I may have to live with forever due to the trauma. #IAmNotOk,1
I'm struggling everyday to keep up with things b/c depression.,1
"Reading this thread is making me cry, but it's a good cry. I had a challenging start at motherhood with PPD, no support network and my narcissistic mother calling me ""a bad mom"". I still have depression and have started treatment, so I know it will get better",1
*depression,1
I've been battling depression really bad for 3+ years. Just leaving the house is a challenge. I used to work out an hr a day. I sure miss it. I'm glad you found your way back to it. I wish I could.,1
"The ups & downs of my depression and anxiety, are slowly destroying me. I hate not being good enough more times then most.",1
"I have a lot of disorders and I don't always talk about them all. Here's a list Depression, anxiety, add, dsylexia,discalulia(a learning disorder that makes math harder) and disgraphia anothe learniny disorder",1
"Watching this brought me to tears. Not only bc your experiences, but bc I still don't have the courage/strength to share my own. Instead I flinch w/ sudden mvmnt, shake when I hear shouting, panic when surrounded, break down if I make mistakes, and battle sev depression #IAmNotOK",1
Depression.,1
I'm battling depression and losing god please help me рџ�©,1
suffering from some mental illness or probably due to extreme depression... This seems not natural.,1
The worst part of my depression is being on the edge of functional. I'm on time for school and get As in classes and work hard on my art but my room is always dirty and I want to sleep the whole day away when it's the weekend and sometimes I want to binge and drink til i vomit,1
"why cant i be normal why do i have this fucking hormonal problem, this depression is horrible.",1
"i think part of why i've been withdrawn and sinking more and more into depression is because i've been off hrt for so long,... everyone's telling me i was doing a lot better for myself while i was on it",1
"maybe if i fall in love with my anxiety and depression, theyll leave me too.",1
"Yes I'm always angry... I've suffered from #Depression #Anxiety #Agoraphobia for the past decade, I've spent so much time focused on getting better, rather than living, all we want is to be understood, be patient with us. #Mentalhealthawareness #SickNotWeak #MentalHealthWarrior",1
"Yes,  I am battling a rough patch due to my depression...and I am tired of this.",1
I'm still struggling with little depression and anxiety.,1
Depression is  hitting hard,1
Depression sucks.,1
"I don't know anyone else who deals with this skin disease, but I want someone to talk to. I feel lonely and am a sufferer of depression. I can't seem to get any relief or have anyone loves me enough understand my frustrations.",1
I shut everybody because of depression... just couldn't handle dealing with people! Shit I couldn't handle dealing with myself,1
"my depression is a CONSTANT battle. it never ends, it is incurable. a  war every day for survival.",1
"No I am not fine,  I am uncomfortable,  No I'm not ok.  #DepressionIsReal #poetry #poetrycommunity #help #haiku #depression",1
depression won and I am loosing myself.,1
"Ya it's depression, it’s a horrible experience.",1
suffering from anxiety & depression. These thoughts are driving me crazy.,1
"I am struggling with depression, goddammit!!",1
i think i have depression but i dont want to sound like a bitch so im just gonna keep my mouth shut (^^),1
"im sick of anxiety, depression, niggas, and school. i want this shit to end",1
Having depression sucks bc no one understands you but yourself I hate having to rely on my medication to make me feel better but I'm used to it now that's how my life is,1
Depression took over so I couldn't go to work yesterday and I think I still can't go to work today,1
"sadness is fucking me and i'm scared, my depression sucks.",1
"Everybody thinks I'm happy but I'm not, and this here is my confession How I let a girl destroy me and then push me to the point of this depression",1
I Just Wanna Give Up And Cry In A Corner. This depression sucks. I feel terrible.Џ,1
"I been dealing with depression, social media attention They expect me to be happy but I'm fucking depressed I swear I'm fucking depressed All the money in the world don't mean a thing If you can't share it with somebody that you love and that you fucking respect",1
Depression.,1
"It often gets a free pass to demean someone who has severe mental illnesses and it becomes the butt of a joke. Be it women, men, lgbt folk, etc., it's a topic that's dear to me.  Why? I suffer from mental health issues. Depression, Anxiety, Panic Disorders, and Psychosis.",1
"I need you now more than ever, Lord I am weak and I think I'll grow into depression. I need your guidance, mercy and love. Gather me with strength for I am lost. Help me find the true meaning of life Amen.  https://twitter.com/Karabo_Mokgoko/status/1105202386988093440В вЂ¦",1
"As someone who suffers from chronic depression I can sincerely say that isolating myself in front of a screen did absolutely nothing for my mental health, its damn hard to deal with.",1
"I have absolutely no clue what depression is supposed to look like. I guess it's this. I'm so angry, so numb, so lost, so tired of the cycle that I could go kill myself. It doesn't matter. The world would press on without me #sicknotweak #mentalhealth #MentalHealthMondays pic.twitter.com/ib7Smcdsai",1
"I'm just at the point now where I thought my depression was becoming better but it's just becoming worse again. I'm a pathetic. Why am I here????? I'm just some ugly, fat, unintelligent, uninteresting thing. Friends and work aren't even a thing because of my crippling anxiety. рџ�”",1
"Even tho I look like I have my sh*t together, most of the time  #IAmNotOK. I have so much beauty & love in my life, but I'm constantly battling depression. I survived childhood homophobic religious trauma & an abusive 8-yr relationship. You can leave it, but it never leaves you.",1
Depression.,1
Depression  https://twitter.com/dexbonus/status/1105293015575216128В вЂ¦,1
This depression killing me slowly I just hope it hurry up I'm in pain .,1
My depression is eating me alive...,1
suffering from chronic depression  https://vine.co/v/iu3l2lPBhiKВ,1
Depression,1
I don't know. I just don't know. I can't write. There's nothing to look forward to. I want to kill myself. I wish I wasn't so afraid to. There's nothing. Absolutely nothing #SickNotWeak #MentalHealth #MentalHealthIssues #MentalHealthMonday #Depression #mentalillness,1
Some disabilities deeply affect quality of life. I have a severe form of depression and chronic pain.,1
I fell too deep in my own depression.,1
"I have anemia, hypotension, severe depression, and insomnia, yet I tell myself that I have no idea why I'm so tired all the time",1
i'm also victim of depression and it’s a horrible experience.,1
"if you're feeling bad about yourself don't because at least you're not 29, single with no kids, living with your grandma, have a disease that is destroying your organs and on top of that in a dead end job. Please don't let your depression or anxiety ruin your life like I let mine",1
"I feel like my depression is slowly coming back, or maybe dat shit just never left",1
Depression sucks.,1
Depression.,1
"my anxiety, insecurities and depression on their way to ruin my life   pic.twitter.com/yUc9jU1mWM",1
...wanting to draw and fighting debilitating depression is shit. I'm shit. This is shit. My brain is shit.  pic.twitter.com/HSqTHOHtHo,1
i am trying so hard to be patient and wait for this ssri to kick in but 4 weeks in and i'm starting to wonder if  my depression is unbeatable,1
I have depression,1
I really need to call a depression hotline for help because i honestly have no one,1
Loneliness and depression has never left my side.,1
Depression is taking over me,1
I suffer from depression and severe anxiety and had my first full blown panic attack.,1
"Living with depression,  I feel like a failure.",1
Fucking depression,1
i'm trying real fucking hard but my best is never enough and i see myself falling back into a depression Just In Time for april like always and i just i fucking hate everything why can't i just have more than a week of peace,1
it's so sad hearing about how terrible my depression and ocd was. my mom told me that at just 8 years old i would be screaming at the top of my lungs that i wanted to die. how i couldn't take it all anymore. it fucking sucks. it never really hit me how long i have been struggling,1
"It depends on the severity and if they're like the main ones. I have severe anxiety and depression but I also have autism, ADHD, bipolar, OCD, PDA and 123.",1
"My anxiety, my depression and my eating disorder are ruining my life.",1
"Me too. I'm just very much identifying with the depression - grief or not, that's what depression looks like for many, including myself. #Afterlife so far is hitting me hard. All I can think is вЂњHey, that's me! Wait...that isn't normal?вЂќ @rickygervais really taps into that.",1
Depression ґ,1
"If I don't write, I'll die by choice. Sounds as dark as it is in the best way possible. Unfortunately (or fortunately) I'm not exaggerating. Writing is literally more important than breathing for me for said reason. Yes, I'm battling lonliness & depression/anxiety... рџ�‡рџ–¤",1
"it's really hard when it seems like everyone ignores me. my family, my 'friends', even my online friends now.   i'm not getting better with this whole depression thing. I WANT TO BE BETTER. :(",1
"i used to think seasonal depression wasn't a real thing until i realized i, in fact, I  have seasonal depression.",1
Just because I struggle with depression and anxiety doesn't mean I'm weak. Don't ever mistake my saddness for weakness!,1
"I don't think some people truly understand how difficult it is to battle both anxiety and depression together, every single day. I'm mentally exhausted",1
depression,1
Because I was told my depression was an embarrassment.  Because I watched and experienced forms of emotional abuse all of my childhood and now have to deal with trauma.  Because I was told no matter what I did I would never live up to the expectations of a parent.  #IAmNotOK,1
I'm still empty. I have severe depression and it sucks.,1
I haven't heard from my daughter in 3 days. She's in a psychiatric hospital. My other son likes rap. My oldest son who I miss more than life itself made time to call me but it was record skipping all over the place. I have crippling depression and can't leave my room рџ�”,1
Depression.,1
"That heavy dark empty feeling, it's my  depression. I feel lost.",1
depression.,1
Depression.,1
depression  https://twitter.com/dexbonus/status/1105293015575216128В вЂ¦,1
my depression,1
"Everyone who has been wondering, why I said that:  1. Because I have a huge depression. 2. My parents are about to brake up. 3. I get bullied by everyone.",1
depression,1
my depression is louder. My lowlight reel is playing in my head.   I don't think I will ever be healed of this. It's been years.,1
"I'm 16, work on weekends then go to school and stress myself trying to reach high ass standards on weekdays. I work with minimum wage and also dogsit for extra money because I'm trying to save up for college since my parents aren't. I do this while battling depression.",1
"I've been suffering from depression for the last 12 years, this life sucks.",1
I am suffering from anxiety and depression really bad..,1
Depression <<<<<,1
I just opened up about my intense depression and that was one of the hardest things I've ever done in my life,1
I am fighting my depression and anger. Why am I so messed up.,1
DepressionёЏ,1
"Not only have I had to give up most of what I love to do because of work, I've had to deal with depression for over half the school year, and the bullying I thought ended in middle school has started again",1
it's hard to escape my own cloud of depression and negative self-talk. This life sucks.,1
"My depression sucks. I feel completely lost, useless, and alone.",1
Depression fatigue and inexplicable sadness is making me so miserable. I have no idea how I'll get up for work tomorrow. I feel like I'm dragging a giant weight.,1
"fr, I got major depression and have been to the psych ward twice but you don't see me putting that shit in my bio",1
I am Struggling with anxiety or depression.,1
I been suffering for years with depression (still am) and it’s a very bad feeling to live like this.,1
Battling  with depression and suicidal thoughts and my ex wife has given up on our marriage.,1
Depression sucks. I feel lonely.,1
"My depression is in terrible state, I have become real self destructive…suicidal thoughts are haunting me, my mind is full of bullshit.",1
"my depression multiplies by 100x and I then proceed to cry myself to sleep, I have depression.",1
"I have severe cases of PTSD and Clinical Depression, It's bad.",1
"my depression is really getting to me. It's hard, . It makes me feel tossed aside. A burden.",1
"I have deep depression, it's chronic and ongoing.",1
please somebody help me with my depression and anxiety,1
I feel ashamed over my current situation. I am struggling with depression and anxiety,1
"Haven't been myself, I have been suffering depression.",1
I suffer from anxiety and depression.,1
"The pain is real... it hurts, it feels in my skin…this depression is ruining my life #MentalHealthMonday #Depression",1
"my depression, anxiety, and criminal mind is fucking my life. I don’t want to live like this.",1
"God's will for my life is utter BS. Depression, narcolepsy w/o cataplexy, bipolar I, add, & alcoholism. Physical, sexual, emotional abuse as a kid. Lost my virginity to rape as an adult. Sexually harassed by ex boss. Stalked. Now implanted & tortured. I'm like so ready 4 Heaven.",1
I struggle with depression everyday. I have the devil knocking at my door telling me I am not good enough.,1
Depression.  https://twitter.com/SWatercolour/status/1105227961333153792В вЂ¦,1
"i'm trying to not think about everything but my mind is on fire everytime. I deal with depression, anxiety, agoraphobia I slept with a baseball bat, for a long time, scared of him coming to my door it fucked up so many things in my life, my fiancee left me. the end seems near. вќ¤ #IAmNotOk",1
can someone cure my depression please i can't live like this anymore,1
"i'm so mentally exhausted all the time, i'm always sad and it's to the point where my depression and anxiety makes me physically sick and i can't do this anymore i don't wanna be here. Life sucks.",1
"please someone take this sadness away from me, I should be happier but I'm not and I'm worried I never will be because my head is consumed by depression",1
Depression is killing me. I hate this life. I feel lonely all the time.,1
my depression and bad mental health have ruined my life entirely. Suicide seems the only option left.,1
I suffer from ptsd and depression. So I know how hard the struggle is. It's gotten worse over the last few months as my husband is battling stage 4 liver cancer.,1
вЂњMy wife is divorcing me and demanding full custody of the children with the narrative that I am an unfit parent which is putting me through a horrible depression with no one left in my life Karen why are you doing this. I don’t want to live anymore.,1
"I suffered from depression and I'm currently battling my ADHD, i know how a mental illness can really feel.",1
I can't sleep. I have lost so much weight and my anemia and my depression are worsening. Horrible feeling.  https://twitter.com/roshedowilliams/status/1104908855002173441В вЂ¦,1
Depression,1
"i literally hate this, I have depression and anxiety.",1
"My anxiety, depression and sadness are trying to kill me everyday…I hate this life.",1
"my depression and anxiety have been worse, I have major depression.",1
"I am Dying little by little everyday, my depression sucks.",1
I suffer from depression. At times I am unable to do anything and feel terrible.,1
I am clinically depressed and each day is a struggle.,1
My major depression is gonna be the reason behind the end of me. I honestly just want it to be over. Idk wtf is wrong with me but this is no way to have to liveрџ‘ЋрџЏ»,1
This is me I'm autistic I have sever social anxiety. I have depression. I'm lonely and afraid I dint have many friends  Idk where I'm going in life.,1
My entire body constantly aches and I'm literally always tired.i have depression and everything seems wrong.,1
Depression,1
Depression,1
Depression,1
"Sadly I do see myself as a failure, and have been fighting crippling depression, a massive inferiority complex and prescription grade self esteem issues and i can't afford it anymore.  I just want to die. I am done.",1
im dying from depression. I feel terrible. This life sucks.,1
The lack of this understanding is a small but significant part of what causes anxiety & depression to both feel so incredibly lonely. It's soooo easy to compare. It's so easy to invalidate ourselves because of that.,1
i just told my parents about my depression and it's so hard to get gen x people to understand that this is not something that i can control all the time or just cure with a walk or by keeping my mind busy,1
"depression is something i don't speak about even going through it because it's also such a double edged sword. i love every race. even if white people had done so much i can't hate them all. my grandma is legit white! how tf can i hate, i do dislike people though.",1
Made myself a tortilla filled with pb&j. My depression is cured. Olivia:1 depression:0,1
"@WorldofOutlaws I am gonna need depression meds soon, these rainouts are spinning my equilibrium out <Emoji: Pouting face> Mother Nature is being a mean B-T-H <Emoji: Face with symbols over mouth>",1
my anxiety and my depression fighting over whos day it is  https://twitter.com/crissles/status/988218861697806336Â â¦,1
When you're fine and a bit more productive in school than you're at home. Why does a burnout and occasional depression get you before the end of semester?,1
"I think I would know what depression is. And quite rarely do I slump into a paralyzed state where I want to be in a dark room away from anybody else. But every few weeks or so, I would wake up in the morning and nothing seems right.",1
@QinniArt This kinda reminds me of when o was suffering from depression and after I got help I decided to chop off my hair.. there's a study on people who suffer a dramatic event often chose to get a dramatic hair change after to recover,1
@Razer Depression,1
@ColtonThomas01 I have both! Generalized anxiety disorder and v mild depression,1
"uhhh idk if yall wanna see me rant but like i kinda need to do so sorry in advanced: I swear every time i talk about my mental health irl no one cares? Like ppl just tell  me to get over it and to stop being depressed. I can't control my depression, no one can and its fucking +",1
can someone take my mushy depression brain and give me a new one thx,1
Feel so empty.. Worthless.. Failure.. Hopeless.. Unwanted.. A joke.. Fuck up.. Embarrassment.. #depression #borderlinepersonality #mentalillness #bipolar #anxiety,1
How do I move on when my depression clouds over any enjoyment I usually feel from my own activities?,1
"@TheDragan2121 My depression decided to rear it's ugly head, sadly because of a spark of Jealousy... And I hate being Jealous, so my day kinda tanked, and my week has been plunged into the depths.",1
would someone like to cure my depression and give me 5$,1
"WIP art of my grandmere, memere, and mom from back in the day. I haven't made a ton of progress. Fighting with depression and nightmares ugh. Got to pull myself together.  pic.twitter.com/Kk6RuZ4h2X",1
"i just want to have a nice weekend that's it, my depression has been kicking my ass for MONTHS and it still is but i just want to enjoy myself and not be miserable ok",1
I can feel all that depression coming back <Emoji: Weary face>,1
"Well what an absolutely shit day. Sick of my life taking shots at me every fucking day. The point of me trying is supposed to make effort not dig me deeper into depression, anger & stress!Sorry for short/crappy stream. Honestly don't know when or If I'll be back..  pic.twitter.com/pLbpbaO1WT",1
haha but all joking aside folx I only masturbate anymore for the free serotonin. Because I still have A Major Anxiety and Depression Problem <Emoji: Dizzy symbol>,1
Depression and No tears left to cry snatched me bold  pic.twitter.com/Fxw7YgNmwY,1
going<Emoji: Airplane>early depression hours,1
is there a surgery to fix my depression?,1
But I can't wait for that. Depression tends to creep back when I wait and have too much time on my hands.,1
I hate the bad days.. Been a long time since I've felt this low.. #depression #borderlinepersonality #mentalillness #bipolar #anxiety,1
Depression. Everybody I know is suffering from the fxxxking depression. What a great life!,1
Battling depression and it's only Wednesday <Emoji: Face with thermometer>,1
Bowling is my new hobby and I love it now. Def helps keeps my depression away,1
Depression really is a mf,1
can i just post this picture everyday pleaseit helps ease away my depression  pic.twitter.com/mJfLaJOcDw,1
the only thing that's there for me 24/7 is my depression,1
Sigh... depression has got the best of me today. Must be the rain.,1
"@Popehat @zentropy_ @JeremyRJenkins @marknutter Again, I never claimed to have, that was you. I have met many happy, content people who work with their depression. Hate is a decision, so is happiness. You are aggressively argumentative, not a good look",1
suffering from chronic depression https://vine.co/v/iu3l2lPBhiKÂ,1
lol i've honestly been going through the worst depression i've dealt with i'm just containing it all so well,1
a real psychologist just said excersise and eating habits will cure depression LMAO honey I wish it was that easy,1
More evidence for the benefits of exercise for mental health. #depression #PhysicalActivity #MentalHealth https://twitter.com/bmj_latest/status/989071542624677892Â â¦,1
@Leonard11981074 I had major depression prior to dissociating. I was unwell. Today better. I guess the only blessing with rapid cycling. I'm never in a mood very long,1
"As Game 7 begins, I'm going to get real with you all for a second. This has been the most challenging year of my life. As many of you know, I struggle with anxiety and depression daily. While on prior medication (heavy Lexapro and Proplanolol), I forgot how to function.",1
Solitude turned into depression,1
How many of you mamas out there have had postpartum depression? How many of you moms out there got help for it?#themedicalmamac #postpartumdepression #mentalhealth #MentalHealthMatters,1
Let's just hope I don't go into a temporary depression after the game tonight. We all know I don't get outta bed and can't eat for 2 weeks when that happens. Let's. Fucking. Go. Bruins.,1
I really don't know if twitter enhances my depression or if it's the cause of it  but I don't have anything else to do so I'm gonna keep annoying the mutuals who don't have me muted,1
Depression and anxiety and allergies and leaving work at 7pm twice in a row and still behind. Can someone send me a puppy or five? Maybe a basket of kittens?,1
"@ToneMSN @hardwick Your podcast has accompanied me through many tedious, stupidly long days and nights of depression. Please remember that you're a literal lifesaver.",1
Depression is coming i feel it my veins just what i wanted love it i give it 10 out of 10 soo good,1
"2day was terrible but napped, showered, and now I'm drinking coffee in the car listening to bright eyes. Checkmate depression aha",1
"I've been handling my stress pretty well. Depression has been at an all time low, Working on being happier, it's a process, not a fun one, somewhat a fun one.Taking every measurable step to achieve the goals I've set, from the daily ones to long term goals #IGotThis",1
I have been suffering with depression and anxiety for the last 9 years and I finally scheduled an appointment with my doctor to get help. here's hoping it gets better,1
I just wonder what life would be like if my college friends had tried to help me out of my depression instead of calling me an alcoholic and never speaking to me again,1
Hello depression. Nice to see you again after these nice loooong.. 3 days. <Emoji: Slightly smiling face><Emoji: Slightly smiling face><Emoji: Slightly smiling face> lets chug pre-workout and pump iiiiit <Emoji: Weight lifter> #strengththerapy,1
I look and feel awful.. I'm ready do get out of this depression.,1
"Tell me, please, how to stop being a victim when the only thing the WORLD wants to see me as is a corpse or a beaten and bloody dying messPlease, oh so enlightened genius, cure my fucking depression. You just have to fix the entire world first",1
Depression hit me like a truck part.2 <Emoji: Loudly crying face>,1
why's depression such a pain in the hole there's nothing going distinctly wrong in my life and i still want to fuck myself off a tall building,1
"I've been a victim of sexual assaultI've almost witnessed my parents murderI can't go to bed without my medication (sleeping pills and depression pills)I can't stay in a room alone even in daylight... My point is, I manage to be this happy because I pray about everything<Emoji: Tired face><Emoji: Person with folded hands>  pic.twitter.com/wsKSNw0Gho",1
"Today it doesn't matter what I do. My depression overwhelmed me when I was trying to accomplish something. But in the end, made me feel like a failure when it was completed.",1
lol that feel when the depression hits u in d face right when ur about to study,1
I was only thin when very stressed and depression when got divorced,1
Only did it to set up an event for my birthday but man Facebook is a main trigger of my depression. Trying to stay positive and cutting back on Social media is a big part of it.,1
I'm entering a post-infinity war depression bye,1
Another day of being fighting against sadness and depression.  https://twitter.com/yesmaahrukh/status/961928911738335233Â â¦,1
"My name is Derick Todd . I came to MI from OH for college. Due to unfortunate circumstances, mental struggles & depression I've faced many set backs. I just want to finish school however the finances aren't there . If you can help please do so . http://gofundme.com/dericktoddeducationfundÂ â¦",1
Running is my way of processing things that happen. It's my way of coping with depression andâ¦  https://www.instagram.com/p/BiAjCkInrG4/Â,1
@Ryker_x2018 I have a mental health illness called Depression it basically means I'm sad a lot and it's hard to get better,1
It's sad when you realize that depression is your only true friend..,1
"i want to be able to take a break from the internet to help my depression, but i can't. i'm already addicted to it like a drug, and a lot of my school stuff depends on it. i can't run away.",1
Have i got depression again lol,1
They make me feel bad for having depression like????,1
"I hate depression, it's eating me alive",1
depression nap incoming gn,1
Depression and Anxiety are my best-friend rn  pic.twitter.com/xujRvB32hp,1
bruh i just spoke to my advisor and i have Depression,1
"When my depression strikes...it hits me like a fucking freight train, making sure nothing is left standing...",1
Im not afraid to admit i have depression and anxiety... I never let it get the entire best of me or destroy me.. I let it be known so people can understand where im at and where the need to be. Im stronger than that!,1
I was gonna fight my nap today anbe productive but im gonna go take my depression nap or else ill cry over ultralight beam the entire evening  pic.twitter.com/UuSTtcssJ3,1
Sometimes I come on this app to escape my depression and anxiety but I never really escape. w2d?<Emoji: Disappointed but relieved face>,1
@witxhcraft__ aye my depression was that bad i couldn't improve it through counselling so i had to start taking fluoxetine (which to my relief has worked wonders and i'm a much better person for it),1
@ThomasSanders Ya girl stayed home from school today because of my anxiety and depression and avoided a trigger,1
The day that I over come my depression will literally be the best day,1
"Hello depression my old friend, kindly fuck off <Emoji: Kiss mark><Emoji: Kiss mark>",1
"Ah look at the time, depression O'Clock",1
"@TwilightFilmz Not too sure but there was a message on his Facebook asking people with depression to talk to someone etc, so a sad story it seems.",1
"depression nap, brb",1
"Depression is real,cant begin to describe how I've been feeling this past  http://week.ItÂ  comes from nowhere & wants to stay.",1
"At the last count I'd received nearly 150 messages from people telling me about their own struggles since 'going public' about my depression and anxiety. As I said, really overwhelming.",1
Idk why I just paid $10 for a bowl of beans and tempeh and pickled onions but depression makes you do shit,1
@SusanCalman 2/2 brothers suicide when I was 30. I would welcome a chance to share my story of survival of severe depression and trauma. @AKCounsellor knows who I am,1
Exam tomorrow so I'll go to school even though I'm a bit sick physically aswell as I have my depression (I will be off as fast as I'm done with the exam so that's probably earlier than usually) Please wish me good luck tomorrow friends!!,1
"Hello again, me old friend depression. Been a while hasn't it?",1
I am Lowkey going through depression that I'm fighting HARD to overcome,1
"@ravensspirit68 Me too, shortly. Only so much depression I can tolerate per day.",1
Hi hello depression and anxiety are the worst and they can go burn in hell <Emoji: Upside-down face>,1
i hide my depression with my succession,1
@ZaynnAbel_ Take several depression naps like me bc bitch ME TOO,1
I really just want this depression to be over. I want a night I don't cry myself to sleep anymore. I just want to be happy. I want it to be over :(,1
I will beat this depression,1
get me out of this depression plz,1
i swept my room for the first time since like...... november? anyway i love depression,1
Depression sucks,1
@nealbrennan I recently saw your Netflix special. Your description of your struggle with depression rang so true to me. Hearing someone else say what I have been feeling for decades made me feel like I'm not alone. Thanks.,1
today my teacher started talking about depression and anxiety etc and i fr got goosebumps the whole class,1
Depression/anxiety is being in a constant state of remembering that embarrassing thing you did five years ago.,1
"not even in college yet but i can already feel the stress level, depression, lack of sleep and more stress <Emoji: Slightly smiling face>",1
Guess whos back(its depression yaaay),1
Depression and anxiety fucking suck while working,1
